notes,uuid,link,song_name,artist,maqam,type,electric,vintage
,a92ab991-4312-4864-9dfd-38016ca43425,https://www.youtube.com/watch?v=S8jmlUQtX_g,تفاسيم راست,Samir Nasr Eddine,Rast,Arabic,no,no
,e6bb3109-ce18-489e-895d-90e08e8b34d0,https://www.youtube.com/watch?v=8QJO2Nd-24c,تقاسيم على مقام البيات,Samir Nasr Eddine,Bayati,Arabic,no,no
,97a7e036-1095-47fb-8233-61ee0b77e0d0,https://www.youtube.com/watch?v=SfpTYjiajtU,Rast Taqsim - راست تقسيم,Samir Nasr Eddine,Rast,Arabic,no,no
,9604accf-a3ca-462b-9912-998646a10207,https://www.youtube.com/watch?v=-m1g_OJHvFg,تقاسيم على مقام الحجاز,Samir Nasr Eddine,Hijaz,Arabic,no,no
,99386e9d-2ec9-4e08-93a0-0619cc87b5f6,https://www.youtube.com/watch?v=s891UFNvPj8,تقاسيم على مقام النهوند,Samir Nasr Eddine,Nahawand,Arabic,no,no
,f7d6bc5c-9d00-4f6d-bde6-97b308650cf4,https://www.youtube.com/watch?v=uZOrFdK1eHM,Samir Nasr Eddine - تقاسيم على مقام البيات,Samir Nasr Eddine,Bayati,Arabic,no,no
,1c353717-8eb4-41b5-8caa-7c628c0330d2,https://www.youtube.com/watch?v=_M7xAg0BYWw,Huzam Taqsim - تقاسيم على مقام الهزام,Samir Nasr Eddine,Houzam,Arabic,no,no
,a670a42a-2576-4e92-90a1-05a14b72a533,https://www.youtube.com/watch?v=V2yuv0Q2Ork,Rast Taqsim - تقاسيم على مقام الراست,Samir Nasr Eddine,Rast,Arabic,no,no
,3b002bef-991a-4918-87cf-2d41dbc69dc8,https://www.youtube.com/watch?v=xlTVRETMo9g,Samir Nasr Eddine -Oud- Taqsim,Samir Nasr Eddine,Unknown,Arabic,no,no
,e64ff6d6-4196-47b4-be9f-379e392aef6f,https://www.youtube.com/watch?v=uFQMNtWiGYU,تقاسيم عود - راست - Rast taksim | كريستو العلماوي - Christo Almawy,Christo Almawy,Rast,Arabic,no,no
,f1d27edf-907a-413b-9e33-e3ffdd3ae599,https://www.youtube.com/watch?v=nxRGndQGavo,تقاسيم عود - بياتي العشيران - كريستو العلماوي - Christo Almawy - 2024,Christo Almawy,Bayati,Arabic,no,no
,bdcdd6e7-19d0-4ad4-8981-16e23fb227a7,https://www.youtube.com/watch?v=1fe3s9_u0wQ,تقاسيم نهاوند على العود - Nahawand Oud Taksim - كريستو العلماوي - Christo Almawy - Dec 2023,Christo Almawy,Nahawand,Arabic,no,no
,acd1dac2-3ffc-4971-87fd-3a3e437b08ef,https://www.youtube.com/watch?v=tfzhrzfzkIY,تقاسيم راست - على العود - كريستو العلماوي - 2023 Dec - Oud Taksim - Christo Almawy - Rast,Christo Almawy,Rast,Arabic,no,no
,8ed5882b-cf85-47f8-8dbc-0c07c74d6b0d,https://www.youtube.com/watch?v=RoMsuC0WHdU,تقاسيم عود - مقام راست - كريستو العلماوي - Christo Almawy - 2023,Christo Almawy,Rast,Arabic,no,no
some background noise,dd1c5a82-89f4-4cfd-beb0-b022a27a7533,https://www.youtube.com/watch?v=Kp9CLWaxVf4,تقاسيم عود مقام حجاز - 2023 - Taqasim Hijaz- Dubai - Christo Almawy - كريستو العلماوي,Christo Almawy,Hijaz,Arabic,no,no
